,hit_num,map,precision,purchased,recall,recall_num
"Popularity
(Region)",0.0051262301328213085,0.0013658103854313926,0.0004271858444017756,0.3801464907419605,0.0029493162627565487,0.0004266211604092697
"Popularity
(Age)",0.0029700923241558343,0.0014793872185602747,0.0003942586277962042,0.3801464907419605,0.00240917931773391,0.4789801653930248
